Accession	GeneName	UnipriotGeneName	MaxLCDLengthPerProtein	DataType
C9JLR9	C11orf95	CK095_HUMAN	60	BACKGROUND
Q9BSA4	TTYH2	TTYH2_HUMAN	31	BACKGROUND
Q9BSA9	TMEM175	TM175_HUMAN	22	BACKGROUND
O75110	ATP9A	ATP9A_HUMAN	16	BACKGROUND
O75112	LDB3	LDB3_HUMAN	60	BACKGROUND
Q8TDR0	TRAF3IP1	MIPT3_HUMAN	45	BACKGROUND
Q8TDR2	STK35	STK35_HUMAN	34	BACKGROUND
O75113	N4BP1	N4BP1_HUMAN	15	BACKGROUND
A2A2V5	SERTM1	SRTM1_HUMAN	18	BACKGROUND
O94776	MTA2	MTA2_HUMAN	16	BACKGROUND
O75116	ROCK2	ROCK2_HUMAN	26	BACKGROUND
O94777	DPM2	DPM2_HUMAN	20	BACKGROUND
O94778	AQP8	AQP8_HUMAN	16	BACKGROUND
Q96MU5	C17orf77	CQ077_HUMAN	21	BACKGROUND
O94779	CNTN5	CNTN5_HUMAN	23	BACKGROUND
Q96N64	PWWP2A	PWP2A_HUMAN	37	BACKGROUND
Q8N9Z2	CCDC71L	CC71L_HUMAN	41	BACKGROUND
O94772	LY6H	LY6H_HUMAN	23	BACKGROUND
C9JLW8	FAM195B	F195B_HUMAN	10	BACKGROUND
Q9BSF8	BTBD10	BTBDA_HUMAN	24	BACKGROUND
Q14432	PDE3A	PDE3A_HUMAN	33	BACKGROUND
Q96N46	TTC14	TTC14_HUMAN	60	BACKGROUND
Q9BSF4	C19orf52	CS052_HUMAN	15	BACKGROUND
Q5T7W0	ZNF618	ZN618_HUMAN	15	BACKGROUND
P35568	IRS1	IRS1_HUMAN	32	BACKGROUND
Q5T7W7	TSTD2	TSTD2_HUMAN	19	BACKGROUND
Q96MT0	null	YJ006_HUMAN	19	BACKGROUND
Q8N9Y4	FAM181A	F181A_HUMAN	21	BACKGROUND
Q5T890	ERCC6L2	ER6L2_HUMAN	26	BACKGROUND
O75106	AOC2	AOC2_HUMAN	14	BACKGROUND
Q96N53	null	CK037_HUMAN	17	BACKGROUND
Q96MT3	PRICKLE1	PRIC1_HUMAN	20	BACKGROUND
Q02410	APBA1	APBA1_HUMAN	21	BACKGROUND
Q02413	DSG1	DSG1_HUMAN	59	BACKGROUND
Q96MT1	RNF145	RN145_HUMAN	15	BACKGROUND
P35573	AGL	GDE_HUMAN	13	BACKGROUND
Q3YBR2	TBRG1	TBRG1_HUMAN	29	BACKGROUND
Q8TDY8	IGDCC4	IGDC4_HUMAN	21	BACKGROUND
O94782	USP1	UBP1_HUMAN	15	BACKGROUND
Q8TDY4	ASAP3	ASAP3_HUMAN	20	BACKGROUND
Q8TDY2	RB1CC1	RBCC1_HUMAN	29	BACKGROUND
Q9UH90	FBXO40	FBX40_HUMAN	15	BACKGROUND
Q5T7V8	GORAB	GORAB_HUMAN	24	BACKGROUND
Q5SW79	CEP170	CE170_HUMAN	38	BACKGROUND
Q14442	PIGH	PIGH_HUMAN	12	BACKGROUND
Q9UH92	MLX	MLX_HUMAN	23	BACKGROUND
Q00266	MAT1A	METK1_HUMAN	13	BACKGROUND
Q9UH99	SUN2	SUN2_HUMAN	38	BACKGROUND
Q5T870	PRR9	PRR9_HUMAN	16	BACKGROUND
P35575	G6PC	G6PC_HUMAN	14	BACKGROUND
Q96MR6	WDR65	CFA57_HUMAN	16	BACKGROUND
Q5T871	LELP1	LELP1_HUMAN	47	BACKGROUND
Q96N35	null	TMM83_HUMAN	20	BACKGROUND
Q9BSG5	RTBDN	RTBDN_HUMAN	26	BACKGROUND
Q96MR7	C1orf145	CA145_HUMAN	12	BACKGROUND
P35579	MYH9	MYH9_HUMAN	33	BACKGROUND
Q9BSG1	ZNF2	ZNF2_HUMAN	13	BACKGROUND
Q96MR9	ZNF560	ZN560_HUMAN	7	BACKGROUND
P35580	MYH10	MYH10_HUMAN	39	BACKGROUND
Q6XZF7	DNMBP	DNMBP_HUMAN	24	BACKGROUND
Q6Q4G3	AQPEP	AMPQ_HUMAN	23	BACKGROUND
Q96MS0	ROBO3	ROBO3_HUMAN	38	BACKGROUND
Q8TDX9	PKD1L1	PK1L1_HUMAN	18	BACKGROUND
Q8TE99	PXYLP1	PXYP1_HUMAN	21	BACKGROUND
Q8N9X3	null	YA026_HUMAN	10	BACKGROUND
Q8TE96	DQX1	DQX1_HUMAN	21	BACKGROUND
Q8TDX6	CSGALNACT1	CGAT1_HUMAN	11	BACKGROUND
Q14439	GPR176	GP176_HUMAN	15	BACKGROUND
Q9UGU0	TCF20	TCF20_HUMAN	34	BACKGROUND
Q14410	GK2	GLPK2_HUMAN	13	BACKGROUND
Q9UH62	ARMCX3	ARMX3_HUMAN	25	BACKGROUND
Q96N28	SLMO1	SLMO1_HUMAN	12	BACKGROUND
P35548	MSX2	MSX2_HUMAN	23	BACKGROUND
Q8N9W5	DNAAF3	DAAF3_HUMAN	17	BACKGROUND
Q8N9W6	BOLL	BOLL_HUMAN	17	BACKGROUND
Q8N9W7	null	YO010_HUMAN	13	BACKGROUND
Q9UH65	SWAP70	SWP70_HUMAN	26	BACKGROUND
Q9UGU5	HMGXB4	HMGX4_HUMAN	31	BACKGROUND
Q96N23	null	CFA54_HUMAN	21	BACKGROUND
Q96N22	ZNF681	ZN681_HUMAN	10	BACKGROUND
Q8N9W8	FAM71D	FA71D_HUMAN	17	BACKGROUND
Q8N9W4	GOLGA6L2	GG6L2_HUMAN	60	BACKGROUND
Q14409	null	GLPK3_HUMAN	13	BACKGROUND
Q8TE82	SH3TC1	S3TC1_HUMAN	28	BACKGROUND
P0C5K6	null	CT18_HUMAN	12	BACKGROUND
Q14406	CSHL1	CSHL_HUMAN	16	BACKGROUND
Q8TDW0	LRRC8C	LRC8C_HUMAN	12	BACKGROUND
Q8TDW7	FAT3	FAT3_HUMAN	18	BACKGROUND
Q8TDW5	SYTL5	SYTL5_HUMAN	9	BACKGROUND
Q8TE85	GRHL3	GRHL3_HUMAN	13	BACKGROUND
D6RF30	RP13-395E19.1	GOG8K_HUMAN	30	BACKGROUND
Q8TDW4	ST7L	ST7L_HUMAN	18	BACKGROUND
Q9BSE4	HERPUD2	HERP2_HUMAN	25	BACKGROUND
Q9UGV2	NDRG3	NDRG3_HUMAN	24	BACKGROUND
Q9BSE5	AGMAT	SPEB_HUMAN	17	BACKGROUND
Q9UH73	EBF1	COE1_HUMAN	19	BACKGROUND
Q96N19	GPR137	G137A_HUMAN	31	BACKGROUND
Q96N16	JAKMIP1	JKIP1_HUMAN	13	BACKGROUND
Q96MP5	ZSWIM3	ZSWM3_HUMAN	16	BACKGROUND
P35558	PCK1	PCKGC_HUMAN	11	BACKGROUND
P35557	GCK	HXK4_HUMAN	10	BACKGROUND
P35556	FBN2	FBN2_HUMAN	44	BACKGROUND
P35555	FBN1	FBN1_HUMAN	39	BACKGROUND
Q8N9V6	ANKRD53	ANR53_HUMAN	14	BACKGROUND
Q8N9V7	TOPAZ1	TOPZ1_HUMAN	20	BACKGROUND
Q96N11	C7orf26	CG026_HUMAN	18	BACKGROUND
Q9UH77	KLHL3	KLHL3_HUMAN	10	BACKGROUND
Q9BSE2	TMEM79	TMM79_HUMAN	15	BACKGROUND
Q8N9V2	TRIML1	TRIML_HUMAN	18	BACKGROUND
Q8TE77	SSH3	SSH3_HUMAN	27	BACKGROUND
A2A2Z9	ANKRD18B	AN18B_HUMAN	19	BACKGROUND
Q96N20	ZNF75A	ZN75A_HUMAN	8	BACKGROUND
Q96N21	ENTHD2	AP4AT_HUMAN	40	BACKGROUND
Q8TDV0	GPR151	GP151_HUMAN	27	BACKGROUND
Q14416	GRM2	GRM2_HUMAN	22	BACKGROUND
Q8TDV2	GPR148	GP148_HUMAN	20	BACKGROUND
Q7LG56	RRM2B	RIR2B_HUMAN	16	BACKGROUND
Q8TE73	DNAH5	DYH5_HUMAN	22	BACKGROUND
Q8TE76	MORC4	MORC4_HUMAN	26	BACKGROUND
Q8TDV5	GPR119	GP119_HUMAN	16	BACKGROUND
P17655	CAPN2	CAN2_HUMAN	12	BACKGROUND
P17658	KCNA6	KCNA6_HUMAN	22	BACKGROUND
Q8IUG5	MYO18B	MY18B_HUMAN	34	BACKGROUND
Q9BR77	CCDC77	CCD77_HUMAN	19	BACKGROUND
Q9UFG5	C19orf25	CS025_HUMAN	14	BACKGROUND
A7MD48	SRRM4	SRRM4_HUMAN	60	BACKGROUND
Q9BR76	CORO1B	COR1B_HUMAN	14	BACKGROUND
Q8TC76	FAM110B	F110B_HUMAN	25	BACKGROUND
O75197	LRP5	LRP5_HUMAN	36	BACKGROUND
Q8TC71	SPATA18	MIEAP_HUMAN	26	BACKGROUND
Q8IUH2	CREG2	CREG2_HUMAN	17	BACKGROUND
P35475	IDUA	IDUA_HUMAN	30	BACKGROUND
P28068	HLA-DMB	DMB_HUMAN	16	BACKGROUND
Q8N9R0	null	CP081_HUMAN	14	BACKGROUND
Q8IUH4	ZDHHC13	ZDH13_HUMAN	12	BACKGROUND
P17661	DES	DESM_HUMAN	36	BACKGROUND
Q86U28	ISCA2	ISCA2_HUMAN	18	BACKGROUND
Q8IUH3	RBM45	RBM45_HUMAN	15	BACKGROUND
P28065	PSMB9	PSB9_HUMAN	17	BACKGROUND
P34741	SDC2	SDC2_HUMAN	19	BACKGROUND
P28067	HLA-DMA	DMA_HUMAN	15	BACKGROUND
Q8N9R6	CDRT4	CDRT4_HUMAN	11	BACKGROUND
Q8IUH8	SPPL2C	SPP2C_HUMAN	26	BACKGROUND
Q8IUH5	ZDHHC17	ZDH17_HUMAN	13	BACKGROUND
Q9BR61	ACBD6	ACBD6_HUMAN	17	BACKGROUND
Q86U10	ASPG	LPP60_HUMAN	14	BACKGROUND
P28074	PSMB5	PSB5_HUMAN	29	BACKGROUND
P28072	PSMB6	PSB6_HUMAN	20	BACKGROUND
Q5SY68	S100A7L2	S1A7B_HUMAN	9	BACKGROUND
Q2LD37	KIAA1109	K1109_HUMAN	43	BACKGROUND
Q86U17	SERPINA11	SPA11_HUMAN	11	BACKGROUND
Q8IUI4	SNX29P2	S29P2_HUMAN	15	BACKGROUND
Q8N9S7	CXorf59	CHDC2_HUMAN	18	BACKGROUND
Q8IUI8	CRLF3	CRLF3_HUMAN	16	BACKGROUND
P33241	LSP1	LSP1_HUMAN	17	BACKGROUND
P33240	CSTF2	CSTF2_HUMAN	33	BACKGROUND
Q58DX5	NAALADL2	NADL2_HUMAN	18	BACKGROUND
P17677	GAP43	NEUM_HUMAN	34	BACKGROUND
Q8TC99	FNDC8	FNDC8_HUMAN	15	BACKGROUND
Q06889	EGR3	EGR3_HUMAN	16	BACKGROUND
Q8TBX8	PIP4K2C	PI42C_HUMAN	24	BACKGROUND
Q8TC92	ENOX1	ENOX1_HUMAN	21	BACKGROUND
Q8TC90	C12orf12	CCER1_HUMAN	60	BACKGROUND
Q8N9T8	KRI1	KRI1_HUMAN	39	BACKGROUND
P35498	SCN1A	SCN1A_HUMAN	41	BACKGROUND
Q8N9T2	null	CX042_HUMAN	17	BACKGROUND
P35499	SCN4A	SCN4A_HUMAN	32	BACKGROUND
Q86U06	RBM23	RBM23_HUMAN	58	BACKGROUND
Q8N9U0	TC2N	TAC2N_HUMAN	21	BACKGROUND
Q9UFH2	DNAH17	DYH17_HUMAN	17	BACKGROUND
Q9BQW3	EBF4	COE4_HUMAN	37	BACKGROUND
Q8TBY8	PMFBP1	PMFBP_HUMAN	22	BACKGROUND
Q8TBY9	WDR66	WDR66_HUMAN	23	BACKGROUND
Q8TBY0	RBM46	RBM46_HUMAN	15	BACKGROUND
Q8N9U9	null	SPOT1_HUMAN	60	BACKGROUND
P17676	CEBPB	CEBPB_HUMAN	26	BACKGROUND
Q86TN4	TRPT1	TRPT1_HUMAN	13	BACKGROUND
Q5SY85	FAM201A	F201A_HUMAN	16	BACKGROUND
Q8IUK5	PLXDC1	PLDX1_HUMAN	19	BACKGROUND
Q5SY80	C1orf101	CA101_HUMAN	13	BACKGROUND
O75157	TSC22D2	T22D2_HUMAN	59	BACKGROUND
O75155	CAND2	CAND2_HUMAN	32	BACKGROUND
Q8TBZ8	ZNF564	ZN564_HUMAN	13	BACKGROUND
O75153	CLUH	CLU_HUMAN	15	BACKGROUND
Q8IUC8	GALNT13	GLT13_HUMAN	15	BACKGROUND
O75154	RAB11FIP3	RFIP3_HUMAN	38	BACKGROUND
Q8TBZ6	TRMT10A	TM10A_HUMAN	28	BACKGROUND
Q06828	FMOD	FMOD_HUMAN	19	BACKGROUND
O75151	PHF2	PHF2_HUMAN	60	BACKGROUND
Q8TBZ5	ZNF502	ZN502_HUMAN	16	BACKGROUND
O75152	ZC3H11A	ZC11A_HUMAN	27	BACKGROUND
Q96M83	CCDC7	CCDC7_HUMAN	22	BACKGROUND
A6H8M9	CDHR4	CDHR4_HUMAN	29	BACKGROUND
Q96LW4	PRIMPOL	PRIPO_HUMAN	19	BACKGROUND
Q8IUC4	RHPN2	RHPN2_HUMAN	16	BACKGROUND
Q7LFL8	CXXC5	CXXC5_HUMAN	51	BACKGROUND
P33260	CYP2C18	CP2CI_HUMAN	16	BACKGROUND
Q8IUC6	TICAM1	TCAM1_HUMAN	34	BACKGROUND
Q96LW2	null	SG494_HUMAN	14	BACKGROUND
P33261	CYP2C19	CP2CJ_HUMAN	14	BACKGROUND
P61353	RPL27	RL27_HUMAN	12	BACKGROUND
Q96LW7	C9orf89	BINCA_HUMAN	18	BACKGROUND
O75159	SOCS5	SOCS5_HUMAN	13	BACKGROUND
Q8IUC3	KRTAP7-1	KRA71_HUMAN	12	BACKGROUND
Q96M86	DNHD1	DNHD1_HUMAN	28	BACKGROUND
Q8IUC2	KRTAP8-1	KRA81_HUMAN	16	BACKGROUND
Q86TM6	SYVN1	SYVN1_HUMAN	60	BACKGROUND
O75161	NPHP4	NPHP4_HUMAN	25	BACKGROUND
Q8N9N5	BANP	BANP_HUMAN	22	BACKGROUND
Q8N9N7	LRRC57	LRC57_HUMAN	12	BACKGROUND
Q8TBZ2	MYCBPAP	MYBPP_HUMAN	17	BACKGROUND
Q8N9N8	EIF1AD	EIF1A_HUMAN	10	BACKGROUND
Q8TBZ0	CCDC110	CC110_HUMAN	9	BACKGROUND
Q5SY16	NOL9	NOL9_HUMAN	30	BACKGROUND
O75167	PHACTR2	PHAR2_HUMAN	31	BACKGROUND
Q9BQY9	DBNDD2	DBND2_HUMAN	26	BACKGROUND
O75164	KDM4A	KDM4A_HUMAN	31	BACKGROUND
O75165	DNAJC13	DJC13_HUMAN	17	BACKGROUND
Q96M91	CCDC11	CFA53_HUMAN	24	BACKGROUND
Q9BQY4	RHOXF2	RHXF2_HUMAN	28	BACKGROUND
Q96M93	ADAD1	ADAD1_HUMAN	17	BACKGROUND
Q96M94	KLHL15	KLH15_HUMAN	16	BACKGROUND
Q8IUD6	RNF135	RN135_HUMAN	19	BACKGROUND
Q96M96	FGD4	FGD4_HUMAN	10	BACKGROUND
Q96LX7	CCDC17	CCD17_HUMAN	17	BACKGROUND
Q96M98	PACRG	PACRG_HUMAN	12	BACKGROUND
Q8IUD2	ERC1	RB6I2_HUMAN	25	BACKGROUND
Q8IUE1	TGIF2LX	TF2LX_HUMAN	22	BACKGROUND
P17693	HLA-G	HLAG_HUMAN	20	BACKGROUND
Q96M89	CCDC138	CC138_HUMAN	19	BACKGROUND
Q86TL0	ATG4D	ATG4D_HUMAN	21	BACKGROUND
Q5F1R6	DNAJC21	DJC21_HUMAN	18	BACKGROUND
Q86TL2	TMEM110	TM110_HUMAN	27	BACKGROUND
O75170	PPP6R2	PP6R2_HUMAN	25	BACKGROUND
Q6U841	SLC4A10	S4A10_HUMAN	23	BACKGROUND
O75175	CNOT3	CNOT3_HUMAN	40	BACKGROUND
Q96LY2	CCDC74B	CC74B_HUMAN	24	BACKGROUND
O75173	ADAMTS4	ATS4_HUMAN	34	BACKGROUND
O75179	ANKRD17	ANR17_HUMAN	51	BACKGROUND
O75177	SS18L1	CREST_HUMAN	60	BACKGROUND
P28039	AOAH	AOAH_HUMAN	12	BACKGROUND
Q8IUE6	HIST2H2AB	H2A2B_HUMAN	21	BACKGROUND
Q5FVE4	ACSBG2	ACBG2_HUMAN	12	BACKGROUND
Q8N9P0	null	YF006_HUMAN	26	BACKGROUND
Q8IUF1	CBWD2	CBWD2_HUMAN	14	BACKGROUND
Q9UFN0	NIPSNAP3A	NPS3A_HUMAN	15	BACKGROUND
Q8N9P6	C9orf163	CI163_HUMAN	17	BACKGROUND
O75182	SIN3B	SIN3B_HUMAN	32	BACKGROUND
Q5ZPR3	CD276	CD276_HUMAN	16	BACKGROUND
O75185	ATP2C2	AT2C2_HUMAN	15	BACKGROUND
Q08999	RBL2	RBL2_HUMAN	40	BACKGROUND
Q96LZ2	MAGEB10	MAGBA_HUMAN	22	BACKGROUND
Q96LZ3	PPP3R2	CANB2_HUMAN	15	BACKGROUND
P61366	OSTN	OSTN_HUMAN	21	BACKGROUND
Q96LZ7	RMDN2	RMD2_HUMAN	14	BACKGROUND
Q86TJ2	TADA2B	TAD2B_HUMAN	28	BACKGROUND
Q8N9Q2	SREK1IP1	SR1IP_HUMAN	60	BACKGROUND
Q8IUG1	KRTAP1-3	KRA13_HUMAN	50	BACKGROUND
O75190	DNAJB6	DNJB6_HUMAN	60	BACKGROUND
O75192	PEX11A	PX11A_HUMAN	16	BACKGROUND
O75191	XYLB	XYLB_HUMAN	16	BACKGROUND
Q5T9S5	CCDC18	CCD18_HUMAN	18	BACKGROUND
P30542	ADORA1	AA1R_HUMAN	22	BACKGROUND
Q96MD2	C12orf66	CL066_HUMAN	19	BACKGROUND
P31152	MAPK4	MK04_HUMAN	16	BACKGROUND
P31153	MAT2A	METK2_HUMAN	13	BACKGROUND
Q86TI0	TBC1D1	TBCD1_HUMAN	20	BACKGROUND
Q86TI2	DPP9	DPP9_HUMAN	22	BACKGROUND
Q71RS6	SLC24A5	NCKX5_HUMAN	17	BACKGROUND
Q9BQM9	C20orf144	CT144_HUMAN	16	BACKGROUND
Q4VCS5	AMOT	AMOT_HUMAN	60	BACKGROUND
Q86TI4	WDR86	WDR86_HUMAN	19	BACKGROUND
Q9BQN1	FAM83C	FA83C_HUMAN	18	BACKGROUND
P02533	KRT14	K1C14_HUMAN	60	BACKGROUND
Q5T9L3	WLS	WLS_HUMAN	11	BACKGROUND
Q8N9I9	DTX3	DTX3_HUMAN	36	BACKGROUND
Q70HW3	SLC25A26	SAMC_HUMAN	14	BACKGROUND
Q96MD7	C9orf85	CI085_HUMAN	19	BACKGROUND
P02538	KRT6A	K2C6A_HUMAN	60	BACKGROUND
P61313	RPL15	RL15_HUMAN	21	GRPR
A6H8Z2	C9orf128	F221B_HUMAN	19	BACKGROUND
Q96ME1	FBXL18	FXL18_HUMAN	24	BACKGROUND
Q14296	FASTK	FASTK_HUMAN	28	BACKGROUND
P30530	AXL	UFO_HUMAN	24	BACKGROUND
Q5SXM2	SNAPC4	SNPC4_HUMAN	33	BACKGROUND
P30532	CHRNA5	ACHA5_HUMAN	36	BACKGROUND
P30531	SLC6A1	SC6A1_HUMAN	14	BACKGROUND
Q8N9K7	null	CH079_HUMAN	18	BACKGROUND
P30533	LRPAP1	AMRP_HUMAN	17	BACKGROUND
P30536	TSPO	TSPOA_HUMAN	15	BACKGROUND
P29122	PCSK6	PCSK6_HUMAN	60	BACKGROUND
E9PJI5	RP11-467M13.1	NPIA7_HUMAN	20	BACKGROUND
Q9BQL6	FERMT1	FERM1_HUMAN	15	BACKGROUND
P29120	PCSK1	NEC1_HUMAN	17	BACKGROUND
P02545	LMNA	LMNA_HUMAN	41	BACKGROUND
P56270	MAZ	MAZ_HUMAN	50	BACKGROUND
Q96ME7	ZNF512	ZN512_HUMAN	25	BACKGROUND
P31151	S100A7	S10A7_HUMAN	10	BACKGROUND
P31150	GDI1	GDIA_HUMAN	19	BACKGROUND
P02549	SPTA1	SPTA1_HUMAN	22	BACKGROUND
Q5SXM8	DNLZ	DNLZ_HUMAN	16	BACKGROUND
Q8N9L9	ACOT4	ACOT4_HUMAN	24	BACKGROUND
Q96MF4	CCDC140	CC140_HUMAN	26	BACKGROUND
Q96MF6	COQ10A	CQ10A_HUMAN	20	BACKGROUND
Q96MF2	STAC3	STAC3_HUMAN	18	BACKGROUND
Q8N9L1	ZIC4	ZIC4_HUMAN	16	BACKGROUND
Q9BR09	NEURL2	NEUL2_HUMAN	19	BACKGROUND
Q86TG1	TMEM150A	T150A_HUMAN	9	BACKGROUND
P30566	ADSL	PUR8_HUMAN	13	BACKGROUND
Q8IUA0	WFDC8	WFDC8_HUMAN	12	BACKGROUND
E5RHQ5	RP11-231C14.2	NPB11_HUMAN	24	BACKGROUND
Q86TG7	PEG10	PEG10_HUMAN	23	BACKGROUND
Q8IUA7	ABCA9	ABCA9_HUMAN	21	BACKGROUND
Q96MF7	NSMCE2	NSE2_HUMAN	17	BACKGROUND
Q9BR10	SPATA25	SPT25_HUMAN	23	BACKGROUND
Q96MG7	NDNL2	MAGG1_HUMAN	28	BACKGROUND
Q8TCB6	OR51E1	O51E1_HUMAN	14	BACKGROUND
Q96MG2	JSRP1	JSPR1_HUMAN	43	BACKGROUND
P30550	GRPR	GRPR_HUMAN	17	BACKGROUND
Q8N9M5	TMEM102	TM102_HUMAN	18	BACKGROUND
P29144	TPP2	TPP2_HUMAN	17	BACKGROUND
P30559	OXTR	OXYR_HUMAN	27	BACKGROUND
Q8N9M1	C19orf47	CS047_HUMAN	31	BACKGROUND
P30556	AGTR1	AGTR1_HUMAN	17	BACKGROUND
Q8IUB2	WFDC3	WFDC3_HUMAN	16	BACKGROUND
Q8IUB3	WFDC10B	WF10B_HUMAN	12	BACKGROUND
Q8IUB9	KRTAP19-1	KR191_HUMAN	60	BACKGROUND
Q96MG8	PCMTD1	PCMD1_HUMAN	20	BACKGROUND
P30501	HLA-C	1C02_HUMAN	25	BACKGROUND
P30504	HLA-C	1C04_HUMAN	25	BACKGROUND
P56211	ARPP19	ARP19_HUMAN	12	BACKGROUND
P30505	HLA-C	1C08_HUMAN	25	BACKGROUND
Q8N9F0	NAT8L	NAT8L_HUMAN	56	BACKGROUND
Q8TCC7	SLC22A8	S22A8_HUMAN	14	BACKGROUND
A2A3L6	TTC24	TTC24_HUMAN	25	BACKGROUND
Q86TE4	LUZP2	LUZP2_HUMAN	16	BACKGROUND
P30508	HLA-C	1C12_HUMAN	25	BACKGROUND
Q9BR39	JPH2	JPH2_HUMAN	32	BACKGROUND
Q9UFC0	LRWD1	LRWD1_HUMAN	19	BACKGROUND
Q9BQR3	PRSS27	PRS27_HUMAN	5	BACKGROUND
Q9BQP9	BPIFA3	BPIA3_HUMAN	15	BACKGROUND
Q96MA1	DMRTB1	DMRTB_HUMAN	24	BACKGROUND
Q8N9F7	GDPD1	GDPD1_HUMAN	12	BACKGROUND
Q9UFB7	ZBTB47	ZBT47_HUMAN	60	BACKGROUND
P17600	SYN1	SYN1_HUMAN	42	BACKGROUND
Q86TD4	SRL	SRCA_HUMAN	51	BACKGROUND
Q9BQQ7	RTP3	RTP3_HUMAN	16	BACKGROUND
Q9BR26	OCSTAMP	OCSTP_HUMAN	37	BACKGROUND
Q9BQQ3	GORASP1	GORS1_HUMAN	26	BACKGROUND
P17643	TYRP1	TYRP1_HUMAN	16	BACKGROUND
Q96MB7	HARBI1	HARB1_HUMAN	14	BACKGROUND
Q86TC9	MYPN	MYPN_HUMAN	22	BACKGROUND
A2A3N6	null	PIPSL_HUMAN	29	BACKGROUND
Q0VG06	C17orf70	FP100_HUMAN	20	BACKGROUND
Q8N9G6	null	YJ012_HUMAN	20	BACKGROUND
Q9UFE4	CCDC39	CCD39_HUMAN	33	BACKGROUND
Q9BQT9	CLSTN3	CSTN3_HUMAN	21	BACKGROUND
P30518	AVPR2	V2R_HUMAN	22	BACKGROUND
P56202	CTSW	CATW_HUMAN	12	BACKGROUND
P00395	MT-CO1	COX1_HUMAN	17	BACKGROUND
P30511	HLA-F	HLAF_HUMAN	23	BACKGROUND
P30512	HLA-A	1A29_HUMAN	19	BACKGROUND
P00390	GSR	GSHR_HUMAN	24	BACKGROUND
Q96MC2	DRC1	DRC1_HUMAN	24	BACKGROUND
Q8N9I5	FADS6	FADS6_HUMAN	21	BACKGROUND
P30510	HLA-C	1C14_HUMAN	25	BACKGROUND
Q8N9I0	SYT2	SYT2_HUMAN	36	BACKGROUND
Q03828	EVX2	EVX2_HUMAN	50	BACKGROUND
A6H8Y1	BDP1	BDP1_HUMAN	21	BACKGROUND
Q9UFD9	RIMBP3	RIM3A_HUMAN	49	BACKGROUND
Q96MC6	HIAT1	HIAT1_HUMAN	12	BACKGROUND
Q9BQS2	LOC102724488	SYT15_HUMAN	19	BACKGROUND
Q96MC4	AC100788.1	C295L_HUMAN	19	BACKGROUND
Q8N9H9	C1orf127	CA127_HUMAN	24	BACKGROUND
Q96MC5	C16orf45	CP045_HUMAN	14	BACKGROUND
Q8N9H8	EXD3	MUT7_HUMAN	19	BACKGROUND
Q86TB9	PATL1	PATL1_HUMAN	30	BACKGROUND
Q9BQS7	HEPH	HEPH_HUMAN	23	BACKGROUND
Q9BR46	C20orf78	CT078_HUMAN	30	BACKGROUND
P30519	HMOX2	HMOX2_HUMAN	13	BACKGROUND
Q86TB3	ALPK2	ALPK2_HUMAN	18	BACKGROUND
Q9BQS8	FYCO1	FYCO1_HUMAN	44	BACKGROUND
P00387	CYB5R3	NB5R3_HUMAN	7	BACKGROUND
P00367	GLUD1	DHE3_HUMAN	44	BACKGROUND
Q70IA6	MOB2	MOB2_HUMAN	22	BACKGROUND
Q8N9B8	RASGEF1A	RGF1A_HUMAN	16	BACKGROUND
P82094	TMF1	TMF1_HUMAN	22	BACKGROUND
Q8N9B4	ANKRD42	ANR42_HUMAN	12	BACKGROUND
Q15858	SCN9A	SCN9A_HUMAN	33	BACKGROUND
Q8N9B5	JMY	JMY_HUMAN	38	BACKGROUND
Q15853	USF2	USF2_HUMAN	19	BACKGROUND
Q14324	MYBPC2	MYPC2_HUMAN	41	BACKGROUND
P30499	HLA-C	1C01_HUMAN	25	BACKGROUND
Q8N9C0	IGSF22	IGS22_HUMAN	23	BACKGROUND
Q14332	FZD2	FZD2_HUMAN	32	BACKGROUND
P30498	HLA-B	1B78_HUMAN	25	BACKGROUND
Q14331	FRG1	FRG1_HUMAN	33	BACKGROUND
Q14330	GPR18	GPR18_HUMAN	11	BACKGROUND
Q9GZX5	ZNF350	ZN350_HUMAN	17	BACKGROUND
Q4ZG55	GREB1	GREB1_HUMAN	26	BACKGROUND
P30495	HLA-B	1B56_HUMAN	25	BACKGROUND
Q9GZX6	IL22	IL22_HUMAN	23	BACKGROUND
P30493	HLA-B	1B55_HUMAN	25	BACKGROUND
Q96LK8	SPATA32	SPT32_HUMAN	25	BACKGROUND
P30492	HLA-B	1B54_HUMAN	25	BACKGROUND
Q9GZX3	CHST6	CHST6_HUMAN	22	BACKGROUND
Q8TCH9	null	YV004_HUMAN	13	BACKGROUND
Q02388	COL7A1	CO7A1_HUMAN	60	BACKGROUND
Q86TA4	null	YB049_HUMAN	13	BACKGROUND
Q96LJ8	UBXN10	UBX10_HUMAN	12	BACKGROUND
Q8IUX8	EGFL6	EGFL6_HUMAN	15	BACKGROUND
Q00169	PITPNA	PIPNA_HUMAN	14	BACKGROUND
Q8IUX7	AEBP1	AEBP1_HUMAN	50	BACKGROUND
Q9GZY8	MFF	MFF_HUMAN	16	BACKGROUND
Q96LJ7	DHRS1	DHRS1_HUMAN	16	BACKGROUND
Q9GZY6	LAT2	NTAL_HUMAN	13	BACKGROUND
Q9BRG2	SH2D3A	SH23A_HUMAN	18	BACKGROUND
